Index,compound_id,protein_id,Activity %,Ki (nM),pKi
423,CHEMBL1421,P31751,94.0988514,7943.28234724283,5.1
424,CHEMBL1421,P34947,105.6016921,3981.07170553497,5.4
425,CHEMBL1421,P35916,92.0828576,5011.87233627273,5.3
426,CHEMBL1421,P35968,102.6932612,1258.92541179417,5.9
427,CHEMBL1421,P36507,102.0879861,1584.89319246112,5.8
428,CHEMBL1421,P36888,71.02114805,1995.26231496888,5.7
429,CHEMBL1421,P42679,79.03357188,1995.26231496888,5.7
430,CHEMBL1421,P43405,65.45685632,199.526231496888,6.7
431,CHEMBL1421,P45983,105.913307,3981.07170553497,5.4
432,CHEMBL1421,P45984,109.5121038,3981.07170553497,5.4
433,CHEMBL1421,P49137,99.52947891,7943.28234724283,5.1
434,CHEMBL1421,P49760,87.18336745,3162.27766016838,5.5
435,CHEMBL1421,P49840,103.4134349,6309.57344480194,5.2
436,CHEMBL1421,P49841,97.32609003,5011.87233627273,5.3
437,CHEMBL1421,P50613,112.0272493,3981.07170553497,5.4
438,CHEMBL1421,P50750,94.077969635,1584.89319246112,5.8
439,CHEMBL1421,P51617,98.15072277,7943.28234724283,5.1
440,CHEMBL1421,P51812,99.83357616,3981.07170553497,5.4
441,CHEMBL1421,P51817,105.0334334,2511.88643150958,5.6
442,CHEMBL1421,P51955,102.5637836,6309.57344480194,5.2
443,CHEMBL1421,P51957,90.70997137,6309.57344480194,5.2
444,CHEMBL1421,P52333,93.4292825,3981.07170553497,5.4
445,CHEMBL1421,P53350,98.05255733,7943.28234724283,5.1
446,CHEMBL1421,P53667,16.7107818,251.188643150958,6.6
447,CHEMBL1421,P53779,100.4740125,3162.27766016838,5.5
448,CHEMBL1421,P78368,97.24384324,7943.28234724283,5.1
449,CHEMBL1421,Q00535,101.4606758,7943.28234724283,5.1
450,CHEMBL1421,Q02750,119.9132963,630.957344480193,6.2
451,CHEMBL1421,Q02779,93.67780368,2511.88643150958,5.6
452,CHEMBL1421,Q04771,196.9668693,79.4328234724283,7.1
453,CHEMBL1421,Q04912,105.7083047,3162.27766016838,5.5
454,CHEMBL1421,Q05397,103.403143,3981.07170553497,5.4
455,CHEMBL1421,Q06418,87.59733349,1258.92541179417,5.9
456,CHEMBL1421,Q07912,2.617519956,2.51188643150958,8.6
457,CHEMBL1421,Q08881,102.7155067,1584.89319246112,5.8
458,CHEMBL1421,Q12851,79.43540209,1584.89319246112,5.8
459,CHEMBL1421,Q13153,102.1950932,10000,5
460,CHEMBL1421,Q13464,105.3681955,6309.57344480194,5.2
461,CHEMBL1421,Q13554,97.31464065,7943.28234724283,5.1
462,CHEMBL1421,Q13555,103.31994,6309.57344480194,5.2
463,CHEMBL1421,Q13557,109.1116061,6309.57344480194,5.2
464,CHEMBL1421,Q13882,4.591437344,5.01187233627271,8.3
465,CHEMBL1421,Q14164,90.01033288,3162.27766016838,5.5
466,CHEMBL1421,Q14289,97.73698456,1584.89319246112,5.8
467,CHEMBL1421,Q14680,81.37939353,1995.26231496888,5.7
468,CHEMBL1421,Q15303,4.029642002,39.8107170553497,7.4
469,CHEMBL1421,Q16288,65.28993177,2511.88643150958,5.6
470,CHEMBL1421,Q16513,103.2909972,5011.87233627273,5.3
471,CHEMBL1421,Q16539,76.5767188,31.6227766016838,7.5
472,CHEMBL1421,Q16620,96.44701237,3981.07170553497,5.4
473,CHEMBL1421,Q16644,100.8970781,10000,5
474,CHEMBL1421,Q5S007,99.41602127,2511.88643150958,5.6
475,CHEMBL1421,Q5VT25,98.83746482,6309.57344480194,5.2
476,CHEMBL1421,Q7KZI7,109.6014777,7943.28234724283,5.1
477,CHEMBL1421,Q7L7X3,101.1736097,1000,6
478,CHEMBL1421,Q86V86,96.2649755,7943.28234724283,5.1
479,CHEMBL1421,Q8IU85,104.7427824,2511.88643150958,5.6
480,CHEMBL1421,Q8IW41,94.94070452,1584.89319246112,5.8
481,CHEMBL1421,Q8N4C8,46.54286319,794.328234724283,6.1
482,CHEMBL1421,Q8NE63,98.36120554,7943.28234724283,5.1
483,CHEMBL1421,Q8TDC3,102.9575325,10000,5
484,CHEMBL1421,Q96KB5,101.0453499,10000,5
485,CHEMBL1421,Q96L34,90.92915504,5011.87233627273,5.3
486,CHEMBL1421,Q96PF2,93.87798408,1584.89319246112,5.8
487,CHEMBL1421,Q96RR4,101.457663,2511.88643150958,5.6
488,CHEMBL1421,Q96SB4,100.5481227,7943.28234724283,5.1
489,CHEMBL1421,Q9BXA7,93.76762017,1584.89319246112,5.8
490,CHEMBL1421,Q9BZL6,93.00643423,10000,5
491,CHEMBL1421,Q9H0K1,1.911685565,0.794328234724282,9.1
492,CHEMBL1421,Q9H2G2,81.10150034,630.957344480193,6.2
493,CHEMBL1421,Q9H2X6,97.11015717,3162.27766016838,5.5
494,CHEMBL1421,Q9H3Y6,16.9839251,0.630957344480194,9.2
495,CHEMBL1421,Q9H4B4,105.0243525,7943.28234724283,5.1
496,CHEMBL1421,Q9HAZ1,91.44230362,2511.88643150958,5.6
497,CHEMBL1421,Q9HBH9,100.2727663,10000,5
498,CHEMBL1421,Q9NR20,100.4925418,7943.28234724283,5.1
499,CHEMBL1421,Q9NWZ3,88.45886039,5011.87233627273,5.3
500,CHEMBL1421,Q9NYL2,8.630066989,50.1187233627273,7.3
501,CHEMBL1421,Q9P1W9,112.8222006,1584.89319246112,5.8
502,CHEMBL1421,Q9UEE5,106.9613177,3981.07170553497,5.4
503,CHEMBL1421,Q9UHD2,90.76715641,3162.27766016838,5.5
504,CHEMBL1421,Q9UM73,109.9137027,5011.87233627273,5.3
505,CHEMBL1421,Q9UQM7,103.205301,5011.87233627273,5.3
506,CHEMBL1421,Q9Y243,89.90723834,10000,5
507,CHEMBL1421,Q9Y463,98.38622341,2511.88643150958,5.6
508,CHEMBL1421,Q9Y4K4,97.31152479,15.8489319246111,7.8
509,CHEMBL1421,Q9Y6E0,103.8920075,6309.57344480194,5.2
510,CHEMBL191003,O00141,92.96607734,6309.57344480194,5.2
511,CHEMBL191003,O14757,76.31425597,3162.27766016838,5.5
512,CHEMBL191003,O43293,99.3533017,1995.26231496888,5.7
513,CHEMBL191003,O60674,19.22474248,100,7
514,CHEMBL191003,O75116,18.57629065,63.0957344480193,7.2
515,CHEMBL191003,O94806,92.22040122,1995.26231496888,5.7
516,CHEMBL191003,O95819,94.757762,3981.07170553497,5.4
517,CHEMBL191003,O96013,89.97829902,1258.92541179417,5.9
518,CHEMBL191003,P00519,50.11936894,398.107170553497,6.4
519,CHEMBL191003,P04629,98.79572784,3162.27766016838,5.5
520,CHEMBL191003,P06239,87.87481309,2511.88643150958,5.6
521,CHEMBL191003,P06241,78.59752206,6309.57344480194,5.2
522,CHEMBL191003,P07333,49.16585037,1258.92541179417,5.9
523,CHEMBL191003,P07949,54.0909666,630.957344480193,6.2
524,CHEMBL191003,P08069,86.89011673,2511.88643150958,5.6
525,CHEMBL191003,P08631,86.24472751,3162.27766016838,5.5
526,CHEMBL191003,P08922,39.45403428,501.187233627273,6.3
527,CHEMBL191003,P09619,89.14393167,1995.26231496888,5.7
528,CHEMBL191003,P11309,97.62222574,6309.57344480194,5.2
529,CHEMBL191003,P11362,38.21154411,316.227766016838,6.5
530,CHEMBL191003,P16234,82.02737242,1995.26231496888,5.7
531,CHEMBL191003,P17252,55.69550562,3162.27766016838,5.5
532,CHEMBL191003,P17948,90.66599455,1000,6
533,CHEMBL191003,P27448,67.56303592,794.328234724283,6.1
534,CHEMBL191003,P29376,85.84918035,1584.89319246112,5.8
535,CHEMBL191003,P34947,85.87229296,1000,6
536,CHEMBL191003,P35968,64.63780323,251.188643150958,6.6
537,CHEMBL191003,P36507,85.58815887,3981.07170553497,5.4
538,CHEMBL191003,P36888,44.28098181,1995.26231496888,5.7
539,CHEMBL191003,P45983,85.89774655,630.957344480193,6.2
540,CHEMBL191003,P45984,93.7131532,3981.07170553497,5.4
541,CHEMBL191003,P49760,71.54351008,630.957344480193,6.2
542,CHEMBL191003,P49840,9.590221877,158.489319246112,6.8
543,CHEMBL191003,P49841,21.95873617,158.489319246112,6.8
544,CHEMBL191003,P50613,81.10939639,630.957344480193,6.2
545,CHEMBL191003,P50750,27.501258425,15.8489319246111,7.8
546,CHEMBL191003,P51812,38.56249885,1000,6
547,CHEMBL191003,P51817,88.99810925,3162.27766016838,5.5
548,CHEMBL191003,P51955,94.80272926,3162.27766016838,5.5
549,CHEMBL191003,P52333,8.50440092,199.526231496888,6.7
550,CHEMBL191003,P53667,16.57975032,199.526231496888,6.7
551,CHEMBL191003,P53779,100.3718921,316.227766016838,6.5
552,CHEMBL191003,Q00535,1.375846104,0.501187233627271,9.3
553,CHEMBL191003,Q02750,93.90491033,1995.26231496888,5.7
554,CHEMBL191003,Q02779,77.81133673,3162.27766016838,5.5
555,CHEMBL191003,Q04771,104.4940575,3162.27766016838,5.5
556,CHEMBL191003,Q04912,114.9451275,100,7
557,CHEMBL191003,Q05397,95.50313093,3981.07170553497,5.4
558,CHEMBL191003,Q06187,87.05332037,6309.57344480194,5.2
559,CHEMBL191003,Q06418,98.62408169,794.328234724283,6.1
560,CHEMBL191003,Q07912,68.02824613,3162.27766016838,5.5
561,CHEMBL191003,Q12851,58.37612019,1584.89319246112,5.8
562,CHEMBL191003,Q13464,42.64037328,125.892541179417,6.9
563,CHEMBL191003,Q14164,95.89400112,3162.27766016838,5.5
564,CHEMBL191003,Q14680,87.23067918,630.957344480193,6.2
565,CHEMBL191003,Q16288,37.5576102,3162.27766016838,5.5
566,CHEMBL191003,Q16539,93.96275337,3981.07170553497,5.4
567,CHEMBL191003,Q16620,42.75440134,1995.26231496888,5.7
568,CHEMBL191003,Q5S007,48.2956013,79.4328234724283,7.1
569,CHEMBL191003,Q7L7X3,18.8269321,25.1188643150958,7.6
570,CHEMBL191003,Q8IU85,97.67279949,2511.88643150958,5.6
571,CHEMBL191003,Q96L34,48.01525321,100,7
572,CHEMBL191003,Q96RR4,61.52566636,63.0957344480193,7.2
573,CHEMBL191003,Q9H0K1,84.0668231,251.188643150958,6.6
574,CHEMBL191003,Q9HAZ1,41.56647907,199.526231496888,6.7
575,CHEMBL191003,Q9UHD2,80.03229974,3162.27766016838,5.5
576,CHEMBL191003,Q9UM73,90.14658871,1258.92541179417,5.9
577,CHEMBL191003,Q9UQM7,104.0274972,3162.27766016838,5.5
578,CHEMBL191003,Q9Y463,87.57544265,1995.26231496888,5.7
579,CHEMBL191003,Q9Y6E0,76.90775803,199.526231496888,6.7
580,CHEMBL210618,O00141,105.4418724,10000,5
581,CHEMBL210618,O14757,151.2044525,7943.28234724283,5.1
582,CHEMBL210618,O14920,101.7397021,3162.27766016838,5.5
583,CHEMBL210618,O15111,96.12227074,3981.07170553497,5.4
584,CHEMBL210618,O15264,103.6996947,7943.28234724283,5.1
585,CHEMBL210618,O15530,94.60019032,3981.07170553497,5.4
586,CHEMBL210618,O43293,110.5111865,1258.92541179417,5.9
587,CHEMBL210618,O43781,113.9824819,6309.57344480194,5.2
588,CHEMBL210618,O60674,101.0879495,1584.89319246112,5.8
589,CHEMBL210618,O75116,93.12417504,7943.28234724283,5.1
590,CHEMBL210618,O75582,101.1208865,1995.26231496888,5.7
591,CHEMBL210618,O94806,114.2844214,10000,5
592,CHEMBL210618,O95819,101.02449223,10000,5
593,CHEMBL210618,O96013,91.85038692,5011.87233627273,5.3
594,CHEMBL210618,O96017,102.4145795,5011.87233627273,5.3
595,CHEMBL210618,P00519,100.1247148,630.957344480193,6.2
596,CHEMBL210618,P00533,100.495,1995.26231496888,5.7
597,CHEMBL210618,P04626,100.8237597,1584.89319246112,5.8
598,CHEMBL210618,P04629,101.7366549,2511.88643150958,5.6
599,CHEMBL210618,P06239,101.96,2511.88643150958,5.6
600,CHEMBL210618,P06241,101.1713305,794.328234724283,6.1
601,CHEMBL210618,P06493,99.878702385,7943.28234724283,5.1
602,CHEMBL210618,P07333,99.20825015,2511.88643150958,5.6
603,CHEMBL210618,P07948,98.53,1584.89319246112,5.8
604,CHEMBL210618,P08069,104.7459417,1000,6
605,CHEMBL210618,P11309,103.5868966,10000,5
606,CHEMBL210618,P11362,106.0455679,5011.87233627273,5.3
607,CHEMBL210618,P15735,100.1731154,5011.87233627273,5.3
608,CHEMBL210618,P17252,99.91799362,7943.28234724283,5.1
609,CHEMBL210618,P17948,85.495,398.107170553497,6.4
610,CHEMBL210618,P22607,99.02859485,1995.26231496888,5.7
611,CHEMBL210618,P23443,96,3162.27766016838,5.5
612,CHEMBL210618,P24941,96.642211105,794.328234724283,6.1
613,CHEMBL210618,P27448,94.82383795,6309.57344480194,5.2
614,CHEMBL210618,P28482,92.62415587,5011.87233627273,5.3
615,CHEMBL210618,P29317,103.205,3162.27766016838,5.5
616,CHEMBL210618,P29597,100.604376,1995.26231496888,5.7
617,CHEMBL210618,P30530,105.2783585,1995.26231496888,5.7
618,CHEMBL210618,P31749,102.1167942,7943.28234724283,5.1
619,CHEMBL210618,P31751,102.8645875,7943.28234724283,5.1
620,CHEMBL210618,P35916,92.305,6309.57344480194,5.2
621,CHEMBL210618,P35968,101.6525727,7943.28234724283,5.1
622,CHEMBL210618,P36888,102.4202131,2511.88643150958,5.6
623,CHEMBL210618,P45983,28.12039495,1.99526231496888,8.7
624,CHEMBL210618,P45984,6.448776429,3.98107170553497,8.4
625,CHEMBL210618,P49137,102.6945873,7943.28234724283,5.1
626,CHEMBL210618,P49760,96.13233442,7943.28234724283,5.1
627,CHEMBL210618,P49840,98.89,7943.28234724283,5.1
628,CHEMBL210618,P49841,100.6043874,6309.57344480194,5.2
629,CHEMBL210618,P51451,103.4022143,1584.89319246112,5.8
630,CHEMBL210618,P51617,100.3775061,7943.28234724283,5.1
631,CHEMBL210618,P51812,95.64652445,7943.28234724283,5.1
632,CHEMBL210618,P51817,100.0350658,1584.89319246112,5.8
633,CHEMBL210618,P51955,87.70525718,10000,5
634,CHEMBL210618,P51957,93.17402255,6309.57344480194,5.2
635,CHEMBL210618,P52333,99.13963167,1584.89319246112,5.8
636,CHEMBL210618,P53350,95.34306131,7943.28234724283,5.1
637,CHEMBL210618,P53667,102.8198994,10000,5
638,CHEMBL210618,P78368,100.2980363,7943.28234724283,5.1
639,CHEMBL210618,Q00535,101.118232195,10000,5
640,CHEMBL210618,Q05397,97.55250422,1584.89319246112,5.8
641,CHEMBL210618,Q08881,104.5140604,1584.89319246112,5.8
642,CHEMBL210618,Q12851,83.60070875,6309.57344480194,5.2
643,CHEMBL210618,Q13153,101.6058003,10000,5
644,CHEMBL210618,Q13464,96.41706525,10000,5
645,CHEMBL210618,Q13554,98.09236216,7943.28234724283,5.1
646,CHEMBL210618,Q13555,100.7828991,6309.57344480194,5.2
647,CHEMBL210618,Q13557,97.40107393,6309.57344480194,5.2
648,CHEMBL210618,Q14289,107.5729203,1584.89319246112,5.8
649,CHEMBL210618,Q14680,97.065,1584.89319246112,5.8
650,CHEMBL210618,Q15303,98.60830884,3981.07170553497,5.4
651,CHEMBL210618,Q16513,99.70586023,7943.28234724283,5.1
652,CHEMBL210618,Q16620,101.67,5011.87233627273,5.3
653,CHEMBL210618,Q16644,101.057493,10000,5
654,CHEMBL210618,Q5VT25,102.8599976,10000,5
655,CHEMBL210618,Q7KZI7,99.75931903,7943.28234724283,5.1
656,CHEMBL210618,Q7L7X3,109.025,10000,5
657,CHEMBL210618,Q8IW41,86.53409776,1584.89319246112,5.8
658,CHEMBL210618,Q8N4C8,97.42034271,7943.28234724283,5.1
659,CHEMBL210618,Q8NE63,106.3835449,7943.28234724283,5.1
660,CHEMBL210618,Q8TDC3,95.658793,10000,5
661,CHEMBL210618,Q96KB5,115.5875432,10000,5
662,CHEMBL210618,Q96PF2,91.15747209,1584.89319246112,5.8
663,CHEMBL210618,Q96RG2,91.14127427,1584.89319246112,5.8
664,CHEMBL210618,Q96SB4,101.11,7943.28234724283,5.1
665,CHEMBL210618,Q9BXA7,95.97520614,1584.89319246112,5.8
666,CHEMBL210618,Q9BZL6,91.44172703,5011.87233627273,5.3
667,CHEMBL210618,Q9H2G2,103.0082273,10000,5
668,CHEMBL210618,Q9H2X6,106.4037626,3162.27766016838,5.5
669,CHEMBL210618,Q9H4B4,101.1859049,7943.28234724283,5.1
670,CHEMBL210618,Q9HAZ1,96.1237363,10000,5
671,CHEMBL210618,Q9HBH9,106.0207848,10000,5
672,CHEMBL210618,Q9NWZ3,94.93008081,10000,5
673,CHEMBL210618,Q9NYL2,90.44514409,7943.28234724283,5.1
674,CHEMBL210618,Q9P1W9,103.82,1584.89319246112,5.8
675,CHEMBL210618,Q9Y243,104.8582058,10000,5
676,CHEMBL210618,Q9Y4K4,99.55252342,7943.28234724283,5.1
677,CHEMBL210618,Q9Y6E0,99.52084958,7943.28234724283,5.1
678,CHEMBL21156,O14757,22.85715088,3162.27766016838,5.5
679,CHEMBL21156,O43293,2.183153492,1,9
680,CHEMBL21156,O60674,1.368678093,2.51188643150958,8.6
681,CHEMBL21156,O94806,14.26985545,79.4328234724283,7.1
682,CHEMBL21156,O95819,54.83178011,5011.87233627273,5.3
683,CHEMBL21156,O96013,105.0632167,5011.87233627273,5.3
684,CHEMBL21156,P00519,98.36872032,2511.88643150958,5.6
685,CHEMBL21156,P04629,48.681217,3162.27766016838,5.5
686,CHEMBL21156,P06239,93.01101875,6309.57344480194,5.2
687,CHEMBL21156,P06241,52.3419571,6309.57344480194,5.2
688,CHEMBL21156,P07333,92.99904563,2511.88643150958,5.6
689,CHEMBL21156,P07949,18.33447248,199.526231496888,6.7
690,CHEMBL21156,P08069,91.27472005,2511.88643150958,5.6
691,CHEMBL21156,P09619,74.82581599,1995.26231496888,5.7
692,CHEMBL21156,P11309,38.59853323,630.957344480193,6.2
693,CHEMBL21156,P11362,75.77733344,3981.07170553497,5.4
694,CHEMBL21156,P16234,92.13764143,2511.88643150958,5.6
695,CHEMBL21156,P17252,65.62487287,501.187233627273,6.3
696,CHEMBL21156,P17948,92.28139894,3981.07170553497,5.4
697,CHEMBL21156,P29376,20.63773724,25.1188643150958,7.6
698,CHEMBL21156,P34947,72.94180364,398.107170553497,6.4
699,CHEMBL21156,P35968,102.9909617,1584.89319246112,5.8
700,CHEMBL21156,P36507,82.12549686,398.107170553497,6.4
701,CHEMBL21156,P36888,13.57842421,3162.27766016838,5.5
702,CHEMBL21156,P45983,73.73148097,15.8489319246111,7.8
703,CHEMBL21156,P45984,31.10603383,79.4328234724283,7.1
704,CHEMBL21156,P49760,93.90377825,3981.07170553497,5.4
705,CHEMBL21156,P49840,121.4284371,3981.07170553497,5.4
706,CHEMBL21156,P49841,95.12003553,3981.07170553497,5.4
707,CHEMBL21156,P50613,92.77723972,3981.07170553497,5.4
708,CHEMBL21156,P50750,96.24830839,1584.89319246112,5.8
709,CHEMBL21156,P51812,44.83067185,398.107170553497,6.4
710,CHEMBL21156,P51817,79.17780211,3162.27766016838,5.5
711,CHEMBL21156,P51955,101.9533954,3162.27766016838,5.5
712,CHEMBL21156,P52333,0.44464576,39.8107170553497,7.4
713,CHEMBL21156,P53667,73.73356736,3162.27766016838,5.5
714,CHEMBL21156,Q00535,87.762982695,3162.27766016838,5.5
715,CHEMBL21156,Q02750,94.93850997,100,7
716,CHEMBL21156,Q04771,134.7053998,3981.07170553497,5.4
717,CHEMBL21156,Q04912,102.8252363,31.6227766016838,7.5
718,CHEMBL21156,Q05397,35.31454913,794.328234724283,6.1
719,CHEMBL21156,Q06187,80.46277486,6309.57344480194,5.2
720,CHEMBL21156,Q06418,90.27619366,3162.27766016838,5.5
721,CHEMBL21156,Q07912,4.359210379,125.892541179417,6.9
722,CHEMBL21156,Q12851,66.15299385,2511.88643150958,5.6
723,CHEMBL21156,Q13464,74.94334529,501.187233627273,6.3
724,CHEMBL21156,Q14164,25.399978,100,7
725,CHEMBL21156,Q16288,6.813756109,3162.27766016838,5.5
726,CHEMBL21156,Q16539,83.42605445,3981.07170553497,5.4
727,CHEMBL21156,Q16620,16.08537552,1000,6
728,CHEMBL21156,Q5S007,47.53175034,25.1188643150958,7.6
729,CHEMBL21156,Q7L7X3,86.89157664,6309.57344480194,5.2
730,CHEMBL21156,Q8IU85,81.58443355,2511.88643150958,5.6
731,CHEMBL21156,Q9HAZ1,70.70764992,79.4328234724283,7.1
732,CHEMBL21156,Q9UHD2,24.0163497,199.526231496888,6.7
733,CHEMBL21156,Q9UM73,19.9828079,158.489319246112,6.8
734,CHEMBL21156,Q9UQM7,35.10143167,3981.07170553497,5.4
735,CHEMBL21156,Q9Y463,88.21521165,2511.88643150958,5.6
736,CHEMBL24828,O14757,94.39209292,3162.27766016838,5.5
737,CHEMBL24828,O43293,90.33380588,5011.87233627273,5.3
738,CHEMBL24828,O60674,101.9142592,2511.88643150958,5.6
739,CHEMBL24828,O75116,90.66402583,100,7
740,CHEMBL24828,O94806,101.3153063,3981.07170553497,5.4
741,CHEMBL24828,O95819,117.58768926,158.489319246112,6.8
742,CHEMBL24828,O96013,90.21331544,5011.87233627273,5.3
743,CHEMBL24828,P00519,11.73721242,31.6227766016838,7.5
744,CHEMBL24828,P04629,104.3144663,3162.27766016838,5.5
745,CHEMBL24828,P06239,3.594354741,39.8107170553497,7.4
746,CHEMBL24828,P06241,48.24021097,630.957344480193,6.2
747,CHEMBL24828,P07333,93.42894869,2511.88643150958,5.6
748,CHEMBL24828,P07949,3.925858943,19.9526231496888,7.7
749,CHEMBL24828,P08069,94.61874846,2511.88643150958,5.6
750,CHEMBL24828,P09619,84.38169957,1000,6
751,CHEMBL24828,P11309,94.97152435,6309.57344480194,5.2
752,CHEMBL24828,P11362,43.97668979,1995.26231496888,5.7
753,CHEMBL24828,P16234,28.56536182,158.489319246112,6.8
754,CHEMBL24828,P17252,97.05808677,1258.92541179417,5.9
755,CHEMBL24828,P17948,29.4978625,63.0957344480193,7.2
756,CHEMBL24828,P27448,106.2058011,5011.87233627273,5.3
757,CHEMBL24828,P29376,64.57993782,398.107170553497,6.4
758,CHEMBL24828,P30530,54.967322,251.188643150958,6.6
759,CHEMBL24828,P34947,95.80247864,3981.07170553497,5.4
760,CHEMBL24828,P35968,12.55117364,6.30957344480194,8.2
761,CHEMBL24828,P36507,97.6598601,1584.89319246112,5.8
762,CHEMBL24828,P36888,43.71869328,3162.27766016838,5.5
763,CHEMBL24828,P45983,93.66497577,5011.87233627273,5.3
764,CHEMBL24828,P45984,96.41315853,3981.07170553497,5.4
765,CHEMBL24828,P49760,89.66110867,1995.26231496888,5.7
766,CHEMBL24828,P49840,102.8296565,2511.88643150958,5.6
767,CHEMBL24828,P49841,101.4145708,1995.26231496888,5.7
768,CHEMBL24828,P50613,102.3419512,3981.07170553497,5.4
769,CHEMBL24828,P50750,93.290840665,1584.89319246112,5.8
770,CHEMBL24828,P51812,97.8147603,1995.26231496888,5.7
771,CHEMBL24828,P51817,105.3456785,3162.27766016838,5.5
772,CHEMBL24828,P51955,102.5999854,3162.27766016838,5.5
773,CHEMBL24828,P52333,96.0272352,5011.87233627273,5.3
774,CHEMBL24828,P53667,88.12428991,3162.27766016838,5.5
775,CHEMBL24828,Q00535,102.163722715,3162.27766016838,5.5
776,CHEMBL24828,Q02750,104.8068123,1000,6
777,CHEMBL24828,Q04771,208.3127393,199.526231496888,6.7
778,CHEMBL24828,Q04912,93.57516605,3981.07170553497,5.4
779,CHEMBL24828,Q05397,100.2368026,6309.57344480194,5.2
780,CHEMBL24828,Q06187,17.61896914,1258.92541179417,5.9
781,CHEMBL24828,Q06418,33.01138392,63.0957344480193,7.2
782,CHEMBL24828,Q07912,85.37327586,3981.07170553497,5.4
783,CHEMBL24828,Q12851,103.3685373,2511.88643150958,5.6
784,CHEMBL24828,Q13464,99.35850772,3981.07170553497,5.4
785,CHEMBL24828,Q14164,85.82856147,3162.27766016838,5.5
786,CHEMBL24828,Q16288,72.19262072,3162.27766016838,5.5
787,CHEMBL24828,Q16539,97.12255196,2511.88643150958,5.6
788,CHEMBL24828,Q16620,93.24549756,3981.07170553497,5.4
789,CHEMBL24828,Q5S007,113.0418616,1995.26231496888,5.7
790,CHEMBL24828,Q7L7X3,103.4408699,6309.57344480194,5.2
791,CHEMBL24828,Q8IU85,90.61967436,2511.88643150958,5.6
792,CHEMBL24828,Q9HAZ1,84.30602966,1258.92541179417,5.9
793,CHEMBL24828,Q9UHD2,99.9078399,3162.27766016838,5.5
794,CHEMBL24828,Q9UM73,87.68174275,1584.89319246112,5.8
795,CHEMBL24828,Q9UQM7,99.82697684,6309.57344480194,5.2
796,CHEMBL24828,Q9Y463,92.95462993,1258.92541179417,5.9
797,CHEMBL24828,Q9Y4K4,97.13895354,316.227766016838,6.5
798,CHEMBL261849,O43293,104.297406,5011.87233627273,5.3
799,CHEMBL261849,O60674,89.18576412,2511.88643150958,5.6
800,CHEMBL261849,O94806,103.9119041,3981.07170553497,5.4
801,CHEMBL261849,O95819,90.37151835,5011.87233627273,5.3
802,CHEMBL261849,O96013,101.3921085,5011.87233627273,5.3
803,CHEMBL261849,P00519,101.8383586,3981.07170553497,5.4
804,CHEMBL261849,P04629,51.33372505,1584.89319246112,5.8
805,CHEMBL261849,P06239,96.30941571,6309.57344480194,5.2
806,CHEMBL261849,P06241,102.1513821,6309.57344480194,5.2
807,CHEMBL261849,P07333,19.30446756,39.8107170553497,7.4
808,CHEMBL261849,P07949,107.7891091,3162.27766016838,5.5
809,CHEMBL261849,P08069,122.7592753,2511.88643150958,5.6
810,CHEMBL261849,P09619,98.19501031,1995.26231496888,5.7
811,CHEMBL261849,P11309,103.5581419,6309.57344480194,5.2
812,CHEMBL261849,P11362,107.6495457,3981.07170553497,5.4
813,CHEMBL261849,P16234,99.43427384,2511.88643150958,5.6
814,CHEMBL261849,P17252,95.90051387,1258.92541179417,5.9
815,CHEMBL261849,P17948,99.66011859,3981.07170553497,5.4
816,CHEMBL261849,P29376,100.4400733,2511.88643150958,5.6
817,CHEMBL261849,P34947,108.5491141,3981.07170553497,5.4
818,CHEMBL261849,P35968,109.1027611,2511.88643150958,5.6
819,CHEMBL261849,P36507,101.2277797,3981.07170553497,5.4
820,CHEMBL261849,P36888,102.709827,3162.27766016838,5.5
821,CHEMBL261849,P45983,91.91155193,5011.87233627273,5.3
822,CHEMBL261849,P45984,106.2350418,3981.07170553497,5.4
823,CHEMBL261849,P49760,94.32764019,3981.07170553497,5.4
824,CHEMBL261849,P49840,108.1694866,3981.07170553497,5.4
825,CHEMBL261849,P49841,97.76246834,3981.07170553497,5.4
826,CHEMBL261849,P50613,100.4322345,3981.07170553497,5.4
827,CHEMBL261849,P50750,97.270663635,1584.89319246112,5.8
828,CHEMBL261849,P51812,104.903351,3981.07170553497,5.4
829,CHEMBL261849,P51817,104.5000685,3162.27766016838,5.5
830,CHEMBL261849,P52333,95.92579378,5011.87233627273,5.3
831,CHEMBL261849,Q00535,104.43107295,3162.27766016838,5.5
832,CHEMBL261849,Q02750,98.63749093,3162.27766016838,5.5
833,CHEMBL261849,Q04771,100.0361555,3981.07170553497,5.4
834,CHEMBL261849,Q04912,103.8617198,3981.07170553497,5.4
835,CHEMBL261849,Q05397,95.45919264,6309.57344480194,5.2
836,CHEMBL261849,Q06187,104.3650999,6309.57344480194,5.2
837,CHEMBL261849,Q06418,109.9253201,3162.27766016838,5.5
838,CHEMBL261849,Q07912,105.2243596,3981.07170553497,5.4
839,CHEMBL261849,Q12851,119.836466,2511.88643150958,5.6
840,CHEMBL261849,Q13464,100.0710841,3981.07170553497,5.4
841,CHEMBL261849,Q14164,96.74718809,3162.27766016838,5.5
842,CHEMBL261849,Q16288,17.69624278,316.227766016838,6.5
843,CHEMBL261849,Q16539,98.68015975,3981.07170553497,5.4
844,CHEMBL261849,Q16620,31.22732061,158.489319246112,6.8
